Product ,  , 
Product ,  , 
Product , Yield , Error
Ag106 ,4.09000E-13,2.61760E-13
Ag106m ,1.86000E-12,1.19040E-12
Ag107 ,6.84000E-12,4.37760E-12
Ag107m ,7.86000E-11,5.03040E-11
Ag108 ,1.17000E-09,7.48800E-10
Ag108m ,1.17000E-09,7.48800E-10
Ag109 ,2.14000E-08,1.36960E-08
Ag109m ,2.14000E-08,1.36960E-08
Ag110 ,1.04000E-07,6.65600E-08
Ag110m ,4.73000E-07,3.02720E-07
Ag111 ,4.88000E-07,3.12320E-07
Ag111m ,5.61000E-06,3.59040E-06
Ag112 ,4.95200E-05,3.16928E-05
Ag113 ,1.65600E-05,1.05984E-05
Ag113m ,1.90430E-04,1.21875E-04
Ag114 ,7.03220E-04,4.50061E-04
Ag115 ,1.10278E-03,7.05779E-04
Ag115m ,1.10278E-03,7.05779E-04
Ag116 ,2.13570E-03,1.36685E-03
Ag116m ,2.13570E-03,1.36685E-03
Ag117 ,3.13357E-03,2.00548E-03
Ag117m ,3.13357E-03,2.00548E-03
Ag118 ,3.61197E-03,2.31166E-03
Ag118m ,3.61197E-03,2.31166E-03
Ag119 ,6.28958E-03,4.02533E-03
Ag120 ,2.11840E-03,1.35578E-03
Ag120m ,2.11840E-03,1.35578E-03
Ag121 ,2.54829E-03,1.63090E-03
Ag122 ,4.84725E-04,3.10224E-04
Ag122m ,4.84725E-04,3.10224E-04
Ag123 ,3.18510E-04,2.03846E-04
Ag124 ,7.59500E-05,4.86080E-05
Ag125 ,1.17200E-05,7.50080E-06
Ag126 ,2.38000E-06,1.52320E-06
Ag127 ,5.99554E-07,3.83714E-07
Ag128 ,8.41000E-08,5.38240E-08
Ag129 ,1.84321E-09,1.17965E-09
Ag130 ,1.55000E-10,9.91999E-11
Ag131 ,  , 
Cd105 ,0.00000E+00,0.00000E+00
Cd106 ,0.00000E+00,0.00000E+00
Cd107 ,0.00000E+00,0.00000E+00
Cd108 ,1.89000E-13,1.20960E-13
Cd109 ,8.28000E-12,5.29920E-12
