Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV) ; (E=2 MeV) ; (E=2 MeV) ; High (14 MeV) ; High (14 MeV)
Product ;  ;  ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error ; Yield ; Error
Tc114 ; 2.64997E-6 ; 1.69598E-6 ; 2.909618E-6 ; 1.862255E-6 ; 2.913252E-6 ; 1.86213E-6 ; 6.377922E-6 ; 4.079989E-6
Tc115 ; 1.7626E-8 ; 1.12806E-8 ; 2.776776E-8 ; 1.777137E-8 ; 2.77663E-8 ; 1.777018E-8 ; 8.590877E-7 ; 5.497813E-7
Tc116 ; 1.45998E-9 ; 9.34388E-10 ; 1.519892E-9 ; 9.72732E-10 ; 1.51979E-9 ; 9.72666E-10 ; 8.800735E-8 ; 5.632439E-8
Tc117 ; 4.11393E-12 ; 2.63291E-12 ; 5.84577E-12 ; 3.7413E-12 ; 5.84538E-12 ; 3.74105E-12 ; 3.402748E-9 ; 2.177759E-9
Tc118 ; 8.88025E-14 ; 5.68336E-14 ; 1.40738E-13 ; 9.0072E-14 ; 1.40728E-13 ; 9.0066E-14 ; 4.24855E-10 ; 2.71907E-10
Tc119 ; 1.49466E-15 ; 9.56584E-16 ; 2.46663E-15 ; 1.57865E-15 ; 2.46647E-15 ; 1.57854E-15 ; 3.6851E-11 ; 2.35847E-11
Ru95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru96 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru97 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.84374E-12 ; 3.73999E-12
Ru98 ; 9.13989E-14 ; 5.84953E-14 ; 4.50969E-14 ; 2.8862E-14 ; 4.50938E-14 ; 2.88601E-14 ; 2.56603E-10 ; 1.64226E-10
Ru99 ; 8.60989E-12 ; 5.51033E-12 ; 4.57968E-12 ; 2.931E-12 ; 4.57938E-12 ; 2.9308E-12 ; 7.337239E-9 ; 4.695838E-9
Ru100 ; 7.06991E-10 ; 4.52474E-10 ; 3.86973E-10 ; 2.47663E-10 ; 3.86947E-10 ; 2.47646E-10 ; 1.613755E-7 ; 1.032828E-7
Ru101 ; 2.42997E-8 ; 1.55518E-8 ; 2.039856E-8 ; 1.305514E-8 ; 2.039721E-8 ; 1.305425E-8 ; 2.27475E-6 ; 1.456223E-6
Ru102 ; 7.649909E-7 ; 4.89594E-7 ; 6.919599E-7 ; 4.428495E-7 ; 6.919517E-7 ; 4.428197E-7 ; 2.536885E-5 ; 1.628787E-5
Ru103 ; 1.26498E-5 ; 8.095899E-6 ; 1.293141E-5 ; 8.274616E-6 ; 1.294177E-5 ; 8.274058E-6 ; 1.898851E-4 ; 1.230308E-4
Ru104 ; 2.44067E-4 ; 1.56203E-4 ; 1.523652E-4 ; 9.734568E-5 ; 1.53591E-4 ; 9.733915E-5 ; 0.001004814 ; 7.284749E-4
Ru105 ; 4.54454E-4 ; 2.90851E-4 ; 8.944341E-4 ; 5.666444E-4 ; 9.328905E-4 ; 5.666062E-4 ; 0.002746184 ; 0.00209123
Ru106 ; 0.00324078 ; 0.00103705 ; 0.003958728 ; 0.002363656 ; 0.004485791 ; 0.002363494 ; 0.005223378 ; 0.0040973
Ru107 ; 0.008374509 ; 0.00133992 ; 0.008500435 ; 0.004124769 ; 0.009989355 ; 0.004124482 ; 0.01041761 ; 0.0028476
Ru108 ; 0.0128169 ; 0.00102535 ; 0.01100433 ; 0.002831855 ; 0.01166417 ; 0.002831662 ; 0.01119217 ; 0.003158613
Ru109 ; 0.00497923 ; 0.00318671 ; 0.004159626 ; 0.00196354 ; 0.004378745 ; 0.001963408 ; 0.006543622 ; 0.003544127
Ru109m ; 0.00497923 ; 0.00318671 ; 0.004159626 ; 0.00196354 ; 0.004378745 ; 0.001963408 ; 0.006543622 ; 0.003544127
Ru110 ; 0.00574322 ; 0.00132094 ; 0.005769541 ; 2.863124E-4 ; 0.006176149 ; 2.863025E-4 ; 0.009411155 ; 0.00265
Ru111 ; 0.00244934 ; 0.00156758 ; 0.002965723 ; 3.296674E-4 ; 0.003284286 ; 3.296487E-4 ; 0.007879392 ; 0.002930476
Ru112 ; 9.211389E-4 ; 5.89529E-4 ; 0.001384036 ; 2.960147E-4 ; 0.001590624 ; 2.959962E-4 ; 0.003867996 ; 0.001786828
Ru113 ; 3.76825E-4 ; 2.41168E-4 ; 6.158274E-4 ; 2.870098E-4 ; 7.06785E-4 ; 2.869908E-4 ; 0.001382145 ; 8.167533E-4
Ru114 ; 1.58088E-4 ; 1.01176E-4 ; 2.108482E-4 ; 1.263159E-4 ; 2.330873E-4 ; 1.263074E-4 ; 4.807082E-4 ; 2.977952E-4
Ru115 ; 1.80122E-5 ; 1.15278E-5 ; 2.90059E-5 ; 1.854023E-5 ; 2.948196E-5 ; 1.853899E-5 ; 1.402644E-4 ; 8.835446E-5
Ru116 ; 1.94998E-6 ; 1.24798E-6 ; 2.139752E-6 ; 1.369494E-6 ; 2.142836E-6 ; 1.369402E-6 ; 2.785932E-5 ; 1.778884E-5
Ru117 ; 8.559479E-8 ; 5.47807E-8 ; 1.229855E-7 ; 7.871083E-8 ; 1.229926E-7 ; 7.870553E-8 ; 4.709183E-6 ; 3.012912E-6
Ru118 ; 2.22988E-9 ; 1.42713E-9 ; 3.48962E-9 ; 2.233354E-9 ; 3.489405E-9 ; 2.233202E-9 ; 6.371085E-7 ; 4.077276E-7
Ru119 ; 3.10981E-11 ; 1.99028E-11 ; 5.18939E-11 ; 3.32121E-11 ; 5.18904E-11 ; 3.32099E-11 ; 5.098321E-8 ; 3.26292E-8
Ru120 ; 3.32996E-13 ; 2.13117E-13 ; 5.25964E-13 ; 3.36617E-13 ; 5.25928E-13 ; 3.36594E-13 ; 3.247635E-9 ; 2.078486E-9
Ru121 ; 6.47334E-15 ; 4.14293E-15 ; 9.08399E-15 ; 5.81376E-15 ; 9.08338E-15 ; 5.81337E-15 ; 3.12955E-10 ; 2.00291E-10
Ru122 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 6.28477E-12 ; 4.02225E-12
Ru124 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh99 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 8.26944E-13 ; 5.29244E-13
Rh99m ;  ;  ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh101 ; 8.94989E-14 ; 5.72793E-14 ; 5.8896E-14 ; 3.76934E-14 ; 5.8892E-14 ; 3.76908E-14 ; 1.64386E-10 ; 1.05207E-10
Rh101m ; 3.81995E-13 ; 2.44477E-13 ; 2.8798E-13 ; 1.84308E-13 ; 2.87961E-13 ; 1.84295E-13 ; 1.32311E-9 ; 8.46791E-10
Rh102 ; 2.02997E-11 ; 1.29918E-11 ; 1.68988E-11 ; 1.08153E-11 ; 1.68977E-11 ; 1.08145E-11 ; 1.994682E-8 ; 1.276601E-8
Rh102m ; 2.02997E-11 ; 1.29918E-11 ; 1.68988E-11 ; 1.08153E-11 ; 1.68977E-11 ; 1.08145E-11 ; 1.994682E-8 ; 1.276601E-8
Rh103 ; 3.32996E-10 ; 2.13117E-10 ; 3.04979E-10 ; 1.95187E-10 ; 3.04959E-10 ; 1.95174E-10 ; 5.903841E-8 ; 3.778481E-8
Rh103m ; 2.22997E-9 ; 1.42718E-9 ; 2.239845E-9 ; 1.433496E-9 ; 2.239695E-9 ; 1.4334E-9 ; 6.795494E-7 ; 4.349424E-7
Rh104 ; 1.75998E-8 ; 1.12639E-8 ; 1.869875E-8 ; 1.196719E-8 ; 1.869751E-8 ; 1.196638E-8 ; 1.653492E-6 ; 1.058488E-6
Rh104m ; 5.26994E-8 ; 3.37276E-8 ; 6.629545E-8 ; 4.242911E-8 ; 6.629135E-8 ; 4.242626E-8 ; 9.349309E-6 ; 5.991683E-6
Rh105 ; 1.37998E-6 ; 8.831889E-7 ; 1.629926E-6 ; 1.043126E-6 ; 1.630021E-6 ; 1.043056E-6 ; 7.267015E-5 ; 4.683565E-5
Rh105m ; 2.06997E-7 ; 1.32478E-7 ; 2.219854E-7 ; 1.420708E-7 ; 2.219742E-7 ; 1.420612E-7 ; 5.510054E-6 ; 3.528292E-6
Rh106 ; 2.21997E-6 ; 1.42078E-6 ; 1.102077E-5 ; 7.052317E-6 ; 1.102777E-5 ; 7.051843E-6 ; 1.997528E-4 ; 1.299602E-4
Rh106m ; 2.21997E-6 ; 1.42078E-6 ; 1.102077E-5 ; 7.052317E-6 ; 1.102777E-5 ; 7.051843E-6 ; 1.997528E-4 ; 1.299602E-4
Rh107 ; 7.614909E-4 ; 4.87354E-4 ; 1.700314E-4 ; 1.086353E-4 ; 1.714666E-4 ; 1.08628E-4 ; 0.001257005 ; 8.753004E-4
Rh108 ; 1.98258E-4 ; 1.26885E-4 ; 2.897521E-4 ; 1.849041E-4 ; 2.939395E-4 ; 1.848916E-4 ; 0.001219438 ; 8.47937E-4
Rh108m ; 1.98258E-4 ; 1.26885E-4 ; 2.897521E-4 ; 1.849041E-4 ; 2.939395E-4 ; 1.848916E-4 ; 0.001219479 ; 8.479682E-4
Rh109 ; 3.62356E-4 ; 1.6306E-4 ; 7.576889E-5 ; 4.846648E-5 ; 7.59985E-5 ; 4.846322E-5 ; 0.002022476 ; 0.001412656
Rh109m ; 3.62356E-4 ; 2.31908E-4 ; 7.576889E-5 ; 4.846648E-5 ; 7.59985E-5 ; 4.846322E-5 ; 0.002041751 ; 0.001427232
Rh110 ; 1.54358E-4 ; 9.878919E-5 ; 1.436186E-4 ; 9.173519E-5 ; 1.451963E-4 ; 9.172903E-5 ; 0.002699498 ; 0.001828507
Rh110m ; 1.54358E-4 ; 9.878919E-5 ; 1.436186E-4 ; 9.173519E-5 ; 1.451963E-4 ; 9.172903E-5 ; 0.002699498 ; 0.001828507
Rh111 ; 4.43325E-4 ; 2.83728E-4 ; 5.182727E-4 ; 3.260278E-4 ; 5.354093E-4 ; 3.260058E-4 ; 0.009122964 ; 0.002968258
Rh112 ; 3.56896E-4 ; 2.28413E-4 ; 4.912913E-4 ; 2.959665E-4 ; 5.238473E-4 ; 2.959467E-4 ; 0.01125429 ; 0.002366993
Rh113 ; 4.35275E-4 ; 2.78576E-4 ; 6.512167E-4 ; 2.870111E-4 ; 7.642193E-4 ; 2.869921E-4 ; 0.006915673 ; 0.002496687
Rh114 ; 3.19736E-4 ; 2.04631E-4 ; 4.93611E-4 ; 1.686972E-4 ; 6.231092E-4 ; 1.686864E-4 ; 0.005013331 ; 0.002344712
Rh115 ; 1.78568E-4 ; 1.14283E-4 ; 3.110409E-4 ; 1.633255E-4 ; 3.686999E-4 ; 1.633146E-4 ; 0.003142773 ; 0.001577996
Rh116 ; 6.73192E-5 ; 4.30843E-5 ; 7.522274E-5 ; 4.749036E-5 ; 7.938516E-5 ; 4.748716E-5 ; 0.001123651 ; 6.745633E-4
Rh117 ; 1.43198E-5 ; 9.164689E-6 ; 2.05247E-5 ; 1.312313E-5 ; 2.096705E-5 ; 1.312225E-5 ; 3.797675E-4 ; 2.391487E-4
Rh118 ; 1.25998E-6 ; 8.063899E-7 ; 1.949784E-6 ; 1.247892E-6 ; 1.9563E-6 ; 1.247807E-6 ; 1.09134E-4 ; 6.931752E-5
Rh119 ; 8.169899E-8 ; 5.22874E-8 ; 1.309908E-7 ; 8.383413E-8 ; 1.310086E-7 ; 8.38285E-8 ; 1.957446E-5 ; 1.251578E-5
Rh120 ; 2.74997E-9 ; 1.75998E-9 ; 4.369695E-9 ; 2.796605E-9 ; 4.369416E-9 ; 2.796417E-9 ; 2.777173E-6 ; 1.776977E-6
Rh121 ; 9.08924E-11 ; 5.81711E-11 ; 1.17983E-10 ; 7.55089E-11 ; 1.17975E-10 ; 7.55039E-11 ; 3.404948E-7 ; 2.179122E-7
Rh122 ; 1.30998E-12 ; 8.3839E-13 ; 1.57989E-12 ; 1.01113E-12 ; 1.57978E-12 ; 1.01106E-12 ; 2.716392E-8 ; 1.738486E-8
Rh123 ; 0.0 ; 0.0 ; 1.29991E-14 ; 8.31942E-15 ; 1.29983E-14 ; 8.31886E-15 ; 1.874406E-9 ; 1.19962E-9
Rh124 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 8.82073E-11 ; 5.64527E-11
Pd99 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd101 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.08254E-13 ; 6.92829E-14
Pd102 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 6.99645E-12 ; 4.47773E-12
Pd103 ; 3.63996E-14 ; 2.32957E-14 ; 3.91973E-14 ; 2.50863E-14 ; 3.91946E-14 ; 2.50846E-14 ; 3.26768E-10 ; 2.09132E-10
Pd104 ; 3.97995E-12 ; 2.54717E-12 ; 5.23964E-12 ; 3.35337E-12 ; 5.23929E-12 ; 3.35314E-12 ; 1.242919E-8 ; 7.954697E-9
Pd105 ; 2.41997E-10 ; 1.54878E-10 ; 3.31977E-10 ; 2.12465E-10 ; 3.31955E-10 ; 2.12451E-10 ; 2.175049E-7 ; 1.392072E-7
Pd106 ; 9.149889E-9 ; 5.85593E-9 ; 1.529891E-8 ; 9.791315E-9 ; 1.529791E-8 ; 9.790662E-9 ; 2.795628E-6 ; 1.789807E-6
Pd107 ; 6.80992E-8 ; 4.35835E-8 ; 1.00993E-7 ; 6.463562E-8 ; 1.00987E-7 ; 6.463128E-8 ; 4.728738E-6 ; 3.027917E-6
Pd107m ; 1.26998E-7 ; 8.127899E-8 ; 2.259851E-7 ; 1.446295E-7 ; 2.259739E-7 ; 1.446198E-7 ; 1.776811E-5 ; 1.139316E-5
Pd108 ; 2.87996E-6 ; 1.84318E-6 ; 4.339954E-6 ; 2.777405E-6 ; 4.341141E-6 ; 2.777218E-6 ; 8.016942E-5 ; 5.174861E-5
Pd109 ; 1.40998E-9 ; 9.02389E-10 ; 1.179919E-9 ; 7.55148E-10 ; 1.17984E-9 ; 7.55097E-10 ; 4.504221E-5 ; 2.893817E-5
Pd109m ; 2.60997E-9 ; 1.67038E-9 ; 2.619815E-9 ; 1.676685E-9 ; 2.61964E-9 ; 1.676572E-9 ; 1.676461E-4 ; 1.088567E-4
Pd110 ; 4.42995E-8 ; 2.83517E-8 ; 3.889731E-8 ; 2.489431E-8 ; 3.889486E-8 ; 2.489263E-8 ; 5.680552E-4 ; 3.793352E-4
Pd111 ; 8.139899E-8 ; 5.20954E-8 ; 8.759406E-8 ; 5.606015E-8 ; 8.758888E-8 ; 5.605639E-8 ; 3.177866E-4 ; 2.041517E-4
Pd111m ; 1.50998E-7 ; 9.663879E-8 ; 1.949873E-7 ; 1.247917E-7 ; 1.949777E-7 ; 1.247833E-7 ; 0.001181107 ; 7.621432E-4
Pd112 ; 9.469879E-7 ; 6.06073E-7 ; 1.239929E-6 ; 7.935445E-7 ; 1.240098E-6 ; 7.934913E-7 ; 0.003181992 ; 0.001796843
Pd113 ; 3.73995E-6 ; 2.39357E-6 ; 5.459757E-6 ; 3.494097E-6 ; 5.468168E-6 ; 3.493862E-6 ; 0.004134783 ; 0.002451382
Pd114 ; 1.20549E-4 ; 7.715099E-5 ; 2.277454E-4 ; 1.344584E-4 ; 2.565256E-4 ; 1.344493E-4 ; 0.005787382 ; 0.002400619
Pd115 ; 2.15007E-4 ; 1.37605E-4 ; 4.426363E-4 ; 1.626402E-4 ; 5.644401E-4 ; 1.626298E-4 ; 0.008979283 ; 0.001902764
Pd116 ; 3.58506E-4 ; 2.29444E-4 ; 4.264464E-4 ; 6.269786E-5 ; 5.664491E-4 ; 6.26951E-5 ; 0.005841283 ; 0.001827839
Pd117 ; 2.21507E-4 ; 1.41765E-4 ; 3.464618E-4 ; 1.1601E-4 ; 4.784519E-4 ; 1.160029E-4 ; 0.004242812 ; 0.001849819
Pd118 ; 8.627889E-5 ; 5.52185E-5 ; 1.374756E-4 ; 7.819129E-5 ; 1.715926E-4 ; 7.818606E-5 ; 0.002543434 ; 0.001370655
Pd119 ; 1.65398E-5 ; 1.05855E-5 ; 2.79334E-5 ; 1.781176E-5 ; 2.91471E-5 ; 1.781055E-5 ; 9.474584E-4 ; 5.740408E-4
Pd120 ; 2.42997E-6 ; 1.55518E-6 ; 4.079433E-6 ; 2.61088E-6 ; 4.093372E-6 ; 2.610705E-6 ; 2.834958E-4 ; 1.775606E-4
Pd121 ; 2.46997E-7 ; 1.58078E-7 ; 3.559726E-7 ; 2.278243E-7 ; 3.561325E-7 ; 2.278089E-7 ; 7.537744E-5 ; 4.792414E-5
Pd122 ; 1.61998E-8 ; 1.03679E-8 ; 2.11985E-8 ; 1.356711E-8 ; 2.119765E-8 ; 1.35662E-8 ; 1.318695E-5 ; 8.429399E-6
Pd123 ; 3.61996E-10 ; 2.31677E-10 ; 5.64961E-10 ; 3.61576E-10 ; 5.64923E-10 ; 3.61551E-10 ; 2.035248E-6 ; 1.302261E-6
Pd124 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.145093E-7 ; 1.372827E-7
Pd125 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.603773E-8 ; 1.026413E-8
Pd126 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.693982E-9 ; 1.084148E-9
Pd127 ;  ;  ;  ;  ;  ;  ; 4.4642E-10 ; 2.85709E-10
Pd128 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.05483E-11 ; 1.31509E-11
Pd129 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;  ; 
Pd130 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.83431E-14 ; 1.17396E-14
Ag103 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.58372E-14 ; 1.01358E-14
Ag105 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.52298E-12 ; 3.53471E-12
Ag105m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 6.35494E-11 ; 4.06716E-11
Ag106 ; 3.44996E-14 ; 2.20797E-14 ; 6.12957E-14 ; 3.92293E-14 ; 6.12916E-14 ; 3.92266E-14 ; 4.00942E-10 ; 2.56603E-10
Ag106m ; 8.0599E-14 ; 5.15834E-14 ; 1.65988E-13 ; 1.06233E-13 ; 1.65977E-13 ; 1.06225E-13 ; 1.824287E-9 ; 1.167544E-9
Ag107 ; 1.25998E-12 ; 8.0639E-13 ; 2.47983E-12 ; 1.58709E-12 ; 2.47967E-12 ; 1.58698E-12 ; 3.508244E-9 ; 2.245278E-9
Ag107m ; 8.4399E-12 ; 5.40153E-12 ; 1.81988E-11 ; 1.16472E-11 ; 1.81975E-11 ; 1.16464E-11 ; 4.029447E-8 ; 2.578862E-8
Ag108 ; 2.07997E-10 ; 1.33118E-10 ; 3.77474E-10 ; 2.41583E-10 ; 3.77448E-10 ; 2.41567E-10 ; 1.498489E-7 ; 9.590541E-8
Ag108m ; 2.07997E-10 ; 1.33118E-10 ; 3.77474E-10 ; 2.41583E-10 ; 3.77448E-10 ; 2.41567E-10 ; 1.498489E-7 ; 9.590541E-8
Ag109 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 6.264234E-7 ; 4.009424E-7
Ag109m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 6.264234E-7 ; 4.009424E-7
Ag110 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.383035E-6 ; 8.852809E-7
Ag110m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 6.300321E-6 ; 4.035085E-6
Ag111 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.317208E-6 ; 2.123391E-6
Ag111m ; 3.26996E-14 ; 2.09277E-14 ; 3.82973E-14 ; 2.45103E-14 ; 3.82947E-14 ; 2.45087E-14 ; 3.809164E-5 ; 2.44284E-5
Ag112 ; 5.85993E-13 ; 3.75035E-13 ; 7.54948E-13 ; 4.83166E-13 ; 7.54897E-13 ; 4.83133E-13 ; 1.66379E-4 ; 1.067961E-4
Ag113 ; 1.80998E-12 ; 1.15839E-12 ; 2.15985E-12 ; 1.38231E-12 ; 2.1597E-12 ; 1.38222E-12 ; 4.137204E-5 ; 2.655164E-5
Ag113m ; 1.20999E-11 ; 7.7439E-12 ; 1.57989E-11 ; 1.01113E-11 ; 1.57978E-11 ; 1.01106E-11 ; 4.618671E-4 ; 3.048117E-4
Ag114 ; 1.49998E-6 ; 9.599879E-7 ; 3.399752E-6 ; 2.175813E-6 ; 3.406247E-6 ; 2.175666E-6 ; 0.001239084 ; 8.401104E-4
Ag115 ; 7.149909E-6 ; 4.57594E-6 ; 1.611178E-5 ; 1.030509E-5 ; 1.628019E-5 ; 1.030439E-5 ; 0.001400519 ; 8.807634E-4
Ag115m ; 7.149909E-6 ; 4.57594E-6 ; 1.611178E-5 ; 1.030509E-5 ; 1.628019E-5 ; 1.030439E-5 ; 0.001424793 ; 8.9548E-4
Ag116 ; 3.82195E-5 ; 2.44605E-5 ; 4.708484E-5 ; 2.996882E-5 ; 4.883636E-5 ; 2.996681E-5 ; 0.002042373 ; 0.001322909
Ag116m ; 3.82195E-5 ; 2.44605E-5 ; 4.708484E-5 ; 2.996882E-5 ; 4.883636E-5 ; 2.996681E-5 ; 0.002042373 ; 0.001322909
Ag117 ; 9.447879E-5 ; 6.04665E-5 ; 1.484157E-4 ; 8.842296E-5 ; 1.731762E-4 ; 8.8417E-5 ; 0.00280566 ; 0.00162565
Ag117m ; 9.447879E-5 ; 6.04665E-5 ; 1.484157E-4 ; 8.842296E-5 ; 1.731762E-4 ; 8.8417E-5 ; 0.00280566 ; 0.00162565
Ag118 ; 9.876879E-5 ; 6.3212E-5 ; 1.574147E-4 ; 8.562892E-5 ; 2.028033E-4 ; 8.562324E-5 ; 0.003512855 ; 0.001844526
Ag118m ; 9.876879E-5 ; 6.3212E-5 ; 1.574147E-4 ; 8.562892E-5 ; 2.028033E-4 ; 8.562324E-5 ; 0.003512855 ; 0.001844526
Ag119 ; 1.43668E-4 ; 9.194769E-5 ; 2.357176E-4 ; 9.580067E-5 ; 3.24297E-4 ; 9.579456E-5 ; 0.006009057 ; 0.002041145
Ag120 ; 2.83996E-5 ; 1.81758E-5 ; 4.878348E-5 ; 3.100637E-5 ; 5.088199E-5 ; 3.100428E-5 ; 0.001904768 ; 0.001109609
Ag120m ; 2.83996E-5 ; 1.81758E-5 ; 4.878348E-5 ; 3.100636E-5 ; 5.088196E-5 ; 3.100427E-5 ; 0.001904805 ; 0.001109607
Ag121 ; 2.38797E-5 ; 1.5283E-5 ; 3.529451E-5 ; 2.246439E-5 ; 3.713808E-5 ; 2.246289E-5 ; 0.002236229 ; 0.001243967
Ag122 ; 2.32497E-6 ; 1.48798E-6 ; 3.179575E-6 ; 2.034962E-6 ; 3.192775E-6 ; 2.034825E-6 ; 3.908894E-4 ; 2.447157E-4
Ag122m ; 2.32497E-6 ; 1.48798E-6 ; 3.179575E-6 ; 2.034962E-6 ; 3.192775E-6 ; 2.034825E-6 ; 3.908894E-4 ; 2.447157E-4
Ag123 ; 4.75994E-7 ; 3.04636E-7 ; 7.34938E-7 ; 4.703667E-7 ; 7.35325E-7 ; 4.703351E-7 ; 2.618608E-4 ; 1.643196E-4
Ag124 ; 6.15992E-12 ; 3.94235E-12 ; 9.40934E-12 ; 6.02198E-12 ; 9.40871E-12 ; 6.02158E-12 ; 5.996266E-5 ; 3.818175E-5
Ag125 ; 4.97994E-13 ; 3.18716E-13 ; 9.28936E-13 ; 5.94519E-13 ; 9.28874E-13 ; 5.94479E-13 ; 9.910901E-6 ; 6.338095E-6
Ag126 ; 3.86995E-14 ; 2.47677E-14 ; 6.15957E-14 ; 3.94213E-14 ; 6.15916E-14 ; 3.94186E-14 ; 2.095335E-6 ; 1.340751E-6
Ag127 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.857149E-7 ; 3.108459E-7
Ag128 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 7.778338E-8 ; 4.978101E-8
Ag129 ; 4.67593E-17 ; 2.99259E-17 ; 7.3749E-17 ; 4.71994E-17 ; 7.3744E-17 ; 4.71962E-17 ; 4.083299E-9 ; 2.613303E-9
Ag130 ; 1.69998E-10 ; 1.08799E-10 ; 2.26984E-10 ; 1.4527E-10 ; 2.26969E-10 ; 1.4526E-10 ; 3.55836E-10 ; 2.27735E-10
Ag131 ; 4.4936E-12 ; 2.8759E-12 ; 5.51309E-12 ; 3.52838E-12 ; 5.51271E-12 ; 3.52814E-12 ;  ; 
Cd105 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd106 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.97464E-13 ; 1.26377E-13
Cd107 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 9.58252E-12 ; 6.13282E-12
Cd108 ; 0.0 ; 0.0 ; 1.40991E-14 ; 9.02338E-15 ; 1.40981E-14 ; 9.02277E-15 ; 1.27299E-10 ; 8.14715E-11
Cd109 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 8.61024E-10 ; 5.51055E-10
Cd110 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.182778E-8 ; 7.569794E-9
Cd111 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.934544E-8 ; 1.23811E-8
Cd111m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.192791E-7 ; 7.633945E-8
Cd112 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.172675E-6 ; 7.505641E-7
Cd113 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.042334E-6 ; 6.671683E-7
Cd113m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 6.40066E-6 ; 4.099233E-6
Cd114 ; 2.21997E-9 ; 1.42078E-9 ; 6.479556E-9 ; 4.146916E-9 ; 6.479146E-9 ; 4.146637E-9 ; 3.855217E-5 ; 2.476188E-5
Cd115 ; 2.02997E-8 ; 1.29918E-8 ; 5.12965E-8 ; 3.282973E-8 ; 5.129484E-8 ; 3.282753E-8 ; 2.304312E-5 ; 1.476103E-5
Cd115m ; 6.79992E-8 ; 4.35195E-8 ; 1.929876E-7 ; 1.235117E-7 ; 1.930001E-7 ; 1.235034E-7 ; 1.40906E-4 ; 9.067372E-5
Cd116 ; 2.55997E-6 ; 1.63838E-6 ; 3.439764E-6 ; 2.20138E-6 ; 3.449225E-6 ; 2.201232E-6 ; 4.909514E-4 ; 3.251563E-4
